Branch,Talker,Event,Content,Key
0,,,그게 무엇인지 알고 싶어 조금 더 다가가자 그것이 선명하게 눈에 들어왔다.,
0,,,사람의 손으로 보이는게 그 자리에 있었다.,
0,,,이대로 다가가도 되는걸까? # 무섭다는 생각도 들지만 걸음을 멈추진 않았다.,
0,,,손이 보이는 곳으로 다가가니 한 여자아이가 있었다.,
0,,,우리 학원의 유니폼을 입은 여자아이가,
0,호시코,,어?,
0,,,어떤 일을 당했는지는 쉽게 알 수 있었다.,
0,,,유니폼을 입은 이유는 잘 모르겠지만 #이런 곳에서 쓰러져 있는걸 보면 답이 나오지,
0,,Choice,도와준다,Help
0,,Choice,도와주지 않는다,Run
0,,ChoiceEnd,,
Help,,,사람이 쓰러진 것을 보고 지나칠 수가 있을리가 없었다.,
Help,,,그런 생각으로 조금 더 다가갔다.,
Help,Nia,AddTalker,1,
Help,호시코,,괜찮아?,
Help,,,자세히 봐도 옷 밖엔 상처가 있어 보이진 않았다.,
Help,,,설마 죽어 있는건 아니겠지?,
Help,,,혹시나 하는 마음에 손가락으로 코 아래에 대보았다.,
Help,,,다행히도 숨은 잘 쉬고 있는 것 처럼 보였다.,
Help,,,이런 곳에서 계속 내버려 둘 순 없으니까#그런 생각으로 몸을 흔들어 깨워보았다.,
Help,호시코,,정신좀 차려봐,
Help,,,가볍게 흔들며 몇차례 말을 거니 여자애도 정신을 차린 듯 보였다.,
Help,,,무슨 일을 당햇는지도 보자마자 알 수 있었다.,
Help,,,나와 비슷한 일을 겪은거겠지.,
Help,호시코,,좀 정신이 들어?,
Help,,,내 말을 듣기는 한건지 조차 알 수 없는 반응이였다.,
Help,,,정신을 차린 후부터 쭉 바닥만 내려다 보고 있었다.,
Help,호시코,,그래도 무사해서 다행이야,
Help,,,그 후 짧은 한숨을 내쉬었다.,
Help,,,보고 있으면 측은하다는 기분이 든다고 할까,
Help,,,무슨 말을 해야 할지 모르겠어서 조용히 서있었다.,
Help,,,얼만큼의 시간이 지났을까#나를 올려다보더니 입을 열었다.,
Help,Nia,,감사합니다.,
Help,,,그 말을 하면서 자리에서 일어나려 했다.,
Help,호시코,,혼자서 괜찮겠어?,
Help,,,일어나며 균형도 제대로 잡지 못하는 모습이 보였다.,
Help,,,저 상태로 혼자 갈 수 있을까?,
Help,,,그런 생각이 들어 손을 뻗었지만 그대로 손을 내치는게 아닌가,
Help,,,내가 괜한 참견을 한게 아닐까 란 생각도 잠시 들었다.,
Help,,,하지만 비틀거리는 모습을 보고 있자니 마음이 불편했다.,
Help,호시코,,역시 안되겠어,
Help,,,아무리 그래도 저런걸 보고만 있을 순 없었다.,
Help,,,앞으로 빠르게 다가가 몸을 숙이고 옆을 받쳐주었다.,
Help,호시코,,제대로 걷지도 못하잖아,
Help,,,잠시 나를 빤히 쳐다보더니 그녀는 말없이 손가락으로 먼 곳을 가리켰다.,
Help,,,저쪽으로 걸어가면 된다는 거겠지?,
Help,,,"그렇게 천천히 앞으로 걸어가기 시작했다.#이미 시간은 늦어 주변은 어두워졌고, 옅은 달빛만 우리를 비춰주고 있었다.",
Help,,,서로 아무런 말도 하지 않고 한참을 걸었다.,
Help,,Bookmark,상점가,
Help,,,주변 사람들은 크게 쳐다보지 않는다.,
Help,,,하긴 남의 일에 크게 관심을 가질 사람이 어디 있겠냐만은#오히려 쳐다보지 않는 다는 점이 마음은 더 편하게 느껴졌다.,
Help,,,어떻게 된거냐든가 같은 말이 나오면 오히려 곤란하니까,
Help,,,이렇게 된 상황을 말하기도 이상하고 말이지#,
Help,,,북적 거리는 상점가도 어느덧 끝이 보였다#이 앞으론 가본적이 없는 곳이라 잘 모르는 곳이였다.,
Run,,Bookmark,여주 집 앞,
Help,Nia,,도와주셔서 감사합니다.,
Help,,,꽤 커보이는 집이 눈에 들어왔다.,
Help,,,여기서 살고 있는 건가?#더 이상 부축 해 줄 필요는 없어 보였다.,
Help,호시코,,조심히 들어가,
Help,,,내 대답에 고개를 끄덕이곤 열쇠로 문을 열더니 집안으로 들어갔다.,
Help,,RemoveTalker,1,
Help,,,나도 몸을 돌려 집으로 돌아가기로 했다.,
Help,,Bookmark,상점가,
Help,,Bookmark,강가,
Help,,Bookmark,호시코 집,
Help,,,그렇게 집으로 돌아온 후 언제나 처럼 몸 이곳 저곳에 파스를 붙혔다.,
Help,,,"지독한 파스향이나, 몸이 뜨거운 느낌이 나는것이나 언제나 처럼 익숙했다.",
Help,,,조금 다른 것이라 한다면 의외의 사람을 만났다는 점 정도…,
Help,,,무사히 집에 돌아갔으니 어떻게든 해결이 된게 아닐까?,
Help,,,그런 생각을 하며 짐을 정리했다.,
Help,,,다음날 학원에 가기 위한 것들을 미리 가방에 넣어 뒀고#입고갈 옷도 미리 옆에 빼두었다.,
Help,Hoshiko,,이 정도면 충분 하겠다.,
Help,,,마음 속으로 고개를 끄덕이며 잘 준비를 마쳤다.,
Help,,,그 후 침대로 들어가 생각을 비우고 그대로 눈을 감았다.,
Run,,,괜히 나쁜 일에 엮일 수도 있지 않은가?,
Run,,,요즘 같이 흉흉한 세상에 함부러 도움을 주는 건 좋지 않다.,
Run,,,오히려 나쁜 오해를 받을 수 도 있으니까 말이야.,
Run,,,그대로 고개를 돌리곤 집을 향해 걸어갔다.,
Run,,,조금 몸을 쉬게 해둬서 그런가 돌아가는 건 크게 어렵지 않았다.,
Run,,,여전히 몸이 욱신거리긴 한다만 이 정도는 충분 했다.,
Run,,,그렇게 집으로 돌아온 후 언제나 처럼 의료키트를 열었다.,
Run,,,가볍게 파스를 붙히고 그대로 방바닥에 누워버렸다.,
Run,,,"머리속에 그때의 장면이 잘 지워지지는 않는다만은,",
Run,,,지금와서 생각하기엔 이미 늦어 버렸을테니까,
Run,,,떠오르는 잡생각을 비우고 가볍게 짐을 정리했다.,
Run,,,"다음날 학원에 가기 위한 것들을 미리 가방에 챙겨두었고,",
Run,,,입고갈 옷도 미리 옆에 빼두었다.,
Run,,,이 정도면 충분 하겠지.,
Run,,,마음 속으로 고개를 끄덕이며 잘 준비를 마쳤다.,
Run,,,그 후 침대로 들어가 생각을 비우고 그대로 눈을 감았다.,
Run,,ResetKey,,
