Branch,Talker,Event,Content,Key
0,,,하지만 생각과는 달리 한 소녀가 쓰러져있었다.,
0,,,같은 학원에 복장을 입은 걸로 봐서는 나랑 같은 학원이겠지#이 사람도 나랑 비슷한 일을 겪은게 아닐까?,
0,,,못본척 하기에는 많이 신경 쓰이는 상황이였다.,
0,,,호시코는 앞으로 다가가 몸을 숙였다.#그리고 몸을 흔들어 보았다.,
0,,,다행히도 정신이 드는 건지 눈을 뜨고 호시코를 바라 보았다.,
0,호시코,,괜찮아요?,
0,,,하지만 별다른 대답은 없었다.,
0,,,말 없이 몸을 일으키더니 주변을 둘러 보는 듯 보였다.#왜 이런 곳에 이런 시간에 쓰러져 있던걸까?#내가 생각하는 상황이 맞는건가?,
0,,,호시코는 이런 저런 생각이 들었지만 크게 물어 볼 순 없었다.,
0,호시코,,이름은 뭐에요?,
0,,SelectTalker,1,
0,1,,니아…,
0,,,니아 라고 하는구나,
0,,,들어본 적은 없는 이름이였다.#아마 다른 반 애가 아닐까 생각이 들었다.,
0,,,무슨 말을 해야할까#뭘 물어 봐도 되는건가?,
0,,,어떻게 해야할까 고민하던 호시코를 두고 니아는 먼저 자리에서 일어났다.,
0,,,그 모습을 보고 호시코도 자리에서 일어났다.,
0,,,겉 보기에는 상처같은건 크게 보이진 않았다.,
0,1,,도와주셔서 감사합니다.,
0,호시코,,아 네,
0,,,니아는 절둑거리며 반대편으로 걸어가고 있었다.#저 상태로 집까지 무사히 갈 수 있을까?,
0,,,시간도 늦었으니 홀로 가는건 위험하지 않을까,
0,,,이런 저런 생각에 호시코는 결심하게 되었다.,
0,,,그대로 니아의 뒤를 따라가 니아를 부축해 주었다.,
0,호시코,,집까지 같이 가드릴게요.,
0,1,,네 감사합니다.,
0,,,이대로 돌아가면 찝찝할 것 같다는 생각이 제일 컸다.,
0,,,내 입장에서 생각해본다면 누군가 도와주길 바랐을 것 이다.,
0,,,그렇게 별 다른 말 없이 공원을 벗어나게 되었다.,
0,,PlaySE,Walk,
0,,ChangeBackground,Town,
0,,,어디에 살고 있는지나 무슨 일을 겪었냐던가 등 궁금한건 많았다.,
0,,,하지만 먼저 말을 걸기에는 상당히 부담스러운 일이였다.,
0,,,물어본다 해서 대답해 줄 것 같지도 않고… 말이지,
0,,,주변 사람들은 딱히 눈길조차 주지 않았다.#부딪히지 않는 것에 감사해야 할 정도였으니까,
0,,,지금 무슨 일이 일어나는지 다른 사람들은 전혀 알 지 못할 것이다.#안다고 해도 먼저 나서서 도와 주려는 사람은 손에 꼽게 적으니까 말야,
0,1,,저 앞이에요,
0,호시코,,거의 다 왔네요.,
0,,,조금 더 걷자 상가를 벗어날 수 있엇다.,
0,,PlaySE,Walk,
0,,ChangeBackground,NiaHomeOutfront,
0,,,상가를 지나 집이 가득한 곳에 도착했다.,
0,,,같은 학원에 다니는 애들은 보통 여기서 학원으로 오니까…,
0,,,니아라는 애도 크게 다를 건 없어 보였다.,
0,1,,부축해주셔서 감사합니다.,
0,호시코,,조심히 들어가요.,
0,,,내 인사를 받으며 절둑거리며 집 안으로 들어갔다.,
0,,RemoveTalker,1,
0,,ChangeBGM,StairwayOfHope,
0,,,괜한 일을 한건 아닐까?,
0,,,그렇게 떠오른 생각은 쉽게 지워지지 않았다.,
0,,,뭐 어차피 이미 한 일인데 크게 신경쓸건 없겠지.,
0,,,그런 생각을 마지막으로 몸을 돌려 집으로 향했다.,
0,,PlaySE,Walk,
0,,ChangeBackgroundByMove,Town,
0,,SetTimer,0.5,
0,,PlaySE,Walk,
0,,ChangeBackgroundByMove,Riverside,
0,,SetTimer,0.5,
0,,PlaySE,Walk,
0,,ChangeBGM,Home,
0,,ChangeBackgroundByMove,HoshikoRoom,
0,,,몸이 삐걱거리는 느낌이 들었다.,
0,,,다소 무리한게 아닐가 생각이 들 정도로 많이 움직였으니까#불편한 상태에서 이렇게 많이 돌아다녔으면 이럴만 하지,
0,,,가방을 책상 밑에 내려두고 호시코는 침대에 걸터앉았다.,
0,,,자고 일어난다고 몸상태가 나아질 것 같지는 않아 보였다.,
0,호시코,,파스를 어디놨더라,
0,,,책상 서랍을 하나 하나 열어보며 파스를 찾기 시작했다.#새로 산지 얼마 되지 않아 양은 넉넉 했던 걸로 기억하니까,
0,,,다행히도 파스는 금방 찾을 수 있었고 호시코는 몸 이곳 저곳에 파스를 붙혔다.,
0,,,냄새도 심하고 화끈거리는 느낌도 들지만 마음은 한편 나아졌다.,
0,,,호시코는 생각을 비우고 눈을 감았다.,
0,,,언제까지 이런 괴롭힘이 이어지는 걸까#다른 사람들한테 도와달라 해도 도움이 될까?,
0,,,복잡한 마음에 한숨이 절로 나오긴 했지만 해결 할 수는 없었다.,
0,,,게다가 이런 나쁜 생각은 하면 할수록 심해지는 경우가 많았다.,
0,,,어차피 내일도 학원에 나가는 날이니 미리 준비를 해 둬야만 했다.,
0,,,그렇게 가방 안에서 도시락통과 물통을 꺼냈다.,
0,,,그것들을 들고 호시코는 거실로 향했다.,
0,,StopBGM,,
0,Black,FadeOut,1,
0,,ChangeBackground,Town,
0,,ChangeBGM,AsaNoKomorebi,
0,,SetTimer,0.5,
0,,FadeIn,1,
0,,StartBGM,,
0,,,상당히 이른 시간이였다.,
0,,,호시코는 한창 학원을 향해 가고있었다.,
0,,,가로등이 하나 둘 꺼지며 주변도 밝아진다.#주변 가게들도 하나 둘 열리며 하루를 시작함을 알려주고 있었다.,
0,,,이런 이른 시간이였음에도 미리 학원에 도착해 준비를 해야 할 것들이 많았다.,
0,,ChangeBackground,SchoolGate,
0,,,학생들의 모습은 크게 보이지 않았다.,
0,,,아직 7시도 안되는 이른 시간이였으니 당연하다면 당연한 일이였다.,
0,,,호시코는 그대로 정문 안으로 들어갔다.#그리고 교무실을 향해 몸을 돌렸다.,
0,,ChangeBackground,SchoolHallway,
0,,,사람이 없는 모습이 어느덧 익숙해 졌다는 생각이 들었다.#하긴 이런 이른 시간부터 다니는 사람이 얼마나 있겠어…,
0,,ChangeBackground,Teacherroom,
0,,,기억을 짚어 출석부와 열쇠를 넣어 놓는 곳을 찾아냈다.,
0,,,호시코는 열쇠를 챙겨 복도 밖으로 걸어나왔다.,
0,,ChangeBackground,SchoolHallway,
0,,,계단을 타고 위로 올라왔다.#계단 바로 옆 2-1라고 적힌 교실의 문을 열었다. ,
0,,ChangeBackground,Classroom,
0,,,다행히 반 아이들은 아무도 오지 않은 듯 보였다.#호시코는 들어간 후 교탁에 열쇠를 올려놓았다.,
0,,,교실은 잘 정돈 되어 있었다.#청소 담당 애들이 잘 정돈을 해둔 듯 보였다.,
0,호시코,,피곤하니까 조금만 잘까,
0,,,호시코는 자신의 자리에 앉았다.,
0,,,몸도 뻐근하고 아직 피로도 가시지 않은 기분이 들었다.#문은 제대로 열어 놨으니 뭐라 할 사람도 없겠지,
0,,,그런 생각으로 책상에 몸을 기댔다.,
0,,,눈을 감고 몸에 힘을 뺐다.,
0,,StopBGM,,
0,,FadeOut,1,
0,,ChangeBGM,Momiji,
0,,SetTimer,0.5,
0,,FadeIn,1,
0,,StartBGM,,
0,,,잠시 후 정신이 들때 쯤에는 이미 다른 학생들도 잔뜩 온 듯 보였다.,
0,강율,,오늘 숙제 뭐 있더라?,
0,허비,,나도 잘 기억은 안나는데,
0,,,다들 무리지어 다양한 이야기들을 하고 있었다.#다가가서 이야기에 끼고 싶다는 생각도 들었지만…,
0,,,그럴 수 없다는건 그 누구보다 본인이 잘 알고 있었다.,
0,,,호시코는 눈을 돌리고 가방에서 챙겨온 책을 껴냈다.,
0,,,책을 집중해서 보기 시작한지 10분 가량 됐을때 교실 앞문이 열렸다.,
0,선생님,,얘들아 자리에 앉아,
0,,,호시코는 책을 덮고 가방 안쪽에 넣었다.#1교시는 수학 시간이였었지,
0,,,시간표를 기억에 되짚으며 수학 책과 필기노트를 미리 꺼내 두었다.,
0,,,그 동안 선생님은 간단한 조회를 마치고 문을 열고 나갔다.,
0,,,다시 다른 애들은 각자 이야기를 하고 있었고 호시코도 주변을 둘러 보았다.,
0,,,예전에 어울려 다녔던 친구들이 모여 말을 하고 있는 것이 보였다.,
0,,,많은 생각이 들었지만 찾아가진 않았다.,
0,,,완전히 마음을 접고 호시코는 전에 배웠던 부분을 복습하기 시작했다.,
0,,,오늘 하루도 큰 변화 없는 익숙한 상황의 연속이였다.#먼저 다가가지도 못하고 다가오는 사람도 없는 그런 하루,
0,,,어느덧 시간은 점심 시간이 되었고 호시코는 가방에 챙겨둔 도시락을 꺼내 들었다.,
0,,,그리고 교실을 둘러 보던 중 불편한 얼굴이 눈에 들어왔다.,
0,,ChangeBGM,Takeshi,
0,Takeshi,AddTalker,1,
0,,,분명 이것 저것 꼬투리 잡을게 뻔하니 나가서 먹어야겠다.,
0,,,그런 생각으로 호시코는 자리에서 일어났다.,
0,Takeshi,RemoveTalker,1,
0,,ChangeBGM,Momiji,
0,,PlaySE,Walk,
0,,ChangeBackground,SchoolHallway,
0,,,복도로 나와 주변을 둘러보았다.,
0,,,다른 아이들이 때를 지어 내려가는 모습을 보니 오늘도 갈 곳은 정해진 듯 보였다.,
0,,,호시코는 계단을 오르기 시작했다.#다들 옥상쪽엔 잘 오지 않아서 홀로 점심을 해결하긴 좋은 장소였다.,
0,,,그렇게 계단을 모두 오르고 옥상 문을 열었다.,
0,,PlaySE,Walk,
0,,ChangeBackground,SchoolRooftop,
0,,,언제나 처럼 문 옆면에 향했다.#올라오는 애들도 잘 안보고 지나치는 곳이니까,
0,,,그랬을 터였다.,
0,,ChangeBGM,Nia,
0,Nia,AddTalker,1,
0,,,여기에 사람이 있네,
0,,,당황하는 것도 잠시 호시코는 상대의 얼굴을 쳐다봤다.#상당히 익숙한 얼굴의 사람이였다.,
0,,,분명 어제 공원에서 본 기억이 남아 있었다.,
0,,SelectTalker,1,
0,1,,안녕하세요,
0,,,상황을 보니 밥을 먹고 있는 듯 보였다.,
0,,,지금까지 이곳에서 먹던걸까?#아니면 오늘이 처음인건가?,
0,,,그렇다고 다른 곳에 가기에는 크게 떠오르는 곳이 없었다.,
0,호시코,,실례하겠습니다.,
0,,,건물 옆 벽에 기대자 니아도 뒤쪽으로 몸을 빼주었다.#호시코도 별 생각 없이 도시락을 열었다.,
0,,,서로간에 별 다른 소통 없이 둘은 조용히 밥을 먹었다.,
0,,,물론 말이 없을뿐 호시코는 많은 생각에 빠져 있었다.,
0,호시코,,평소에도 여기서 먹나요?,
0,1,,네 전 이제 내려갈 생각이였어요.,
0,,,그렇구나 지금까지 엇갈린거구나,
0,,,대략적인 상황은 알 수 있었다.#저 니아라는 사람도 비슷한 이유로 피해온거겠지,
0,,,그런 생각이 들자 조금 더 궁금한 것들이 많아졌다.,
0,,,평소처럼 이 모든걸 감추고 넘어가면 별 다른 일이 생기진 않겠지,
0,,,하지만 오랜만에 말을 할 수 있는 사람이 생긴건 굉장히 반가운 사실이였다.,
0,호시코,,혹시 학년이 어떻게 되나요?,
0,1,,저는 이제 2학년이에요,
0,,,동갑이구나,
0,,,같은 나이에 똑같은 문제를 가지고 있다…,
0,,,왠지 자신이 겹쳐보이지만 둘의 상황이 전혀 다르다는건 알고 있었다.,
0,,,정확힌 내가 상대방의 입장을 모르는쪽이겠지,
0,,,호시코는 고개를 끄덕이곤 밥을 마저 먹기 시작했다.,
0,,,니아는 먼저 내려가지 않고 그자리에서 조용히 먼 곳을 바라볼 뿐이였다.,
0,호시코,,어제는 무사히 들어 가셨나요?,
0,,,괜한 이야기를 꺼낸게 아닐까#말을 하고 나서야 알 수 있었지만 말을 주워 담을 순 없었다.,
0,,,니아는 그 말을 듣더니 덤덤하게 대답했다.,
0,1,,네,
0,,,그런거구나…,
0,,,어떤 말을 하던 말이 바로 끊기다 보니 호시코도 별 말을 하진 못했다.,
0,,,어떻게 말을 해야하는가도 잘 모르겠고,
0,,,조용히 식사를 마치고 호시코는 도시락 통을 덮었다.,
0,,,그 뒤엔 먼저 자리에서 일어났다.#니아의 시선은 그런 호시코를 향하고 있었다.,
0,호시코,,먼저 내려가겠습니다.,
0,1,,네.,
0,,SelectTalker,-1,
0,,,호시코는 옥상 문을 열고 내려갔다.,
0,NiaRelationship,IncreaseVarByName,1,
0,,Bookmark,호감도 소 오르는 부분 우선 1로 처리해둠,
0,,RemoveTalker,1,
0,,ChangeBGM,Momiji,
0,,ChangeBackground,SchoolHallway,
0,,,말을 하기 불편한거겠지,
0,,,호시코는 그런 생각을 하며 자신의 반으로 걸어 돌아갔다.,
0,,ChangeBackground,Classroom,
0,,,반으로 돌아온 후 가방을 열었다.,
0,,,오늘도 여김없이 가방엔 한가지 있어야 할게 보이지 않았다.,
0,,,아침에 보던 책이 사라져 있었다.,
0,,,그리고 그 상대는 내가 잘 아는 사람일게 뻔했다.,
0,,,호시코는 아무 말 없이 도시락통을 넣고 가방 문을 닫았다.,
0,,,집에 돌아가기 전에 책상 위나 서랍 위를 보면 된다.,
0,,,보나마나 거기에 올려놓겠지 뭐,
0,,,별 감흥도 들지 않았다.#하루 이틀 일어나는 일도 아니니까,
0,,,호시코는 책상에 다음 교시를 위한 교과서를 챙기곤 핸드폰을 꺼냈다.,
0,,,핸드폰으로 이것 저것을 찾아 보다보니 종소리가 귀에 들렸다.,
0,,,조금이라도 변했으면 좋으련만…,
0,,,단 하나도 변하지 않은 하루였다.,
0,,,마지막 종소리가 들릴쯤 호시코는 책가방을 정리하고 있었다.,
0,,,바로 일어나서 가봐짜 크게 좋을건 없었다.#게다가 책도 아직 찾아내지 못했다.,
0,,,가방을 챙긴 애들은 거의 다 집에 돌아갔고#청소담당 몇 명만이 교실에서 뒷정리를 하고있었다.,
0,Extra,AddTalker,1,
0,,SelectTalker,1,
0,강율,,이거 책 애들이 몰래 빼서 보더라.,
0,호시코,,응 알고있어,
0,,,호시코는 책을 건내 받았다.#이젠 별 감흥도 없었다.,
0,,,책을 가방에 넣고 호시코는 자리에서 일어났다.,
0,강율,,차라리 아무 것도 안 들고 오는게 낫지 않아?,
0,호시코,,그랬다간 핸드폰이 사라질걸?,
0,,,호시코는 그 말을 남기고 가방을 들쳐멨다.,
0,,,호시코의 반응을 본 율은 고개를 끄덕이며 뒤를 돌아 자신의 자리로 향했다.,
0,호시코,,책 챙겨줘서 고마워 조심히 들어가,
0,강율,,너만 하겠냐… 오늘 골목길은 가지마라,
0,,,가지 말라는데 가서 좋을건 없었다.#멀리 돌아간다 해도 그편이 더 안전하겠지,
0,,,그런 생각으로 호시코는 반을 나왔다.,
0,,RemoveTalker,1,
0,,PlaySE,Walk,
0,,ChangeBackgroundByMove,SchoolHallway,
0,,SetTimer,0.5,
0,,PlaySE,Walk,
0,,ChangeBackgroundByMove,SchoolGate,
0,,,다행히 타케시는 보이지 않았다.,
0,,,그걸 확인한 호시코는 급하게 학교를 벗어났다.#돌아가는 학생들 사이에 섞여 조심스럽게 집을 향해 가기 시작했다.,
0,,PlaySE,Walk,
0,,ChangeBackgroundByMove,Town,
0,,,여기까지 왔으면 별 문제 없겠지,
0,호시코,,후우,
0,,,길게 숨을 내쉬곤 열심히 집을 향해 걸음을 옮겼다.,
0,,PlaySE,Walk,
0,,ChangeBGM,Park,
0,,ChangeBackground,Riverside,
0,,,공원을 지날때였다.#벤치를 지나가던 중 어제 본 것들이 다시 생각났다.,
0,,,물어보면 싫어하겠지만 어떤 일을 겪고 있는건지 궁금증이 생겼다.,
0,,,괜히 나서서 괴롭힘을 당할 수도 있지만#그건 지금도 별 차이는 없었다.,
0,,,뒤에서 몰래몰래 괴롭히는거나 직접적으로 괴롭히는거나,
0,,,어차피 둘다 괴롭히는건 똑같잖아,
0,,,애들한테 눈치 없게 말걸어서 괴롭힌다는건 핑계나 다름 없는거지,
0,,,괜히 기분 나쁜 것들이 잔뜩 생각났지만 이내 떨쳐냈다.,
0,,,내일도 만약 옥상에서 마주친다면 그땐 꼭 이야기 해봐야지,
0,,,그런 생각을 하며 호시코는 집으로 돌아갔다.,
0,,PlaySE,Walk,
0,,ChangeBackground,HoshikoRoom,
0,,ChangeBGM,Home,
0,,,오늘은 붙잡히는 일 없이 무사히 집에 도착했다.,
0,,,분명 이게 당연한건데 왜 기분이 좋은건지 원,
0,,,호시코는 가방을 정리하며 하루를 마무리 했다.,
0,,StopBGM,,
0,Black,FadeOut,1,
0,,ChangeBGM,Momiji,
0,,ChangeBackground,Classroom,
0,,SetTimer,0.5,
0,,FadeIn,1,
0,,StartBGM,,
0,,,어느덧 점심 시간이 되었다.#호시코는 주변을 둘러보지도 않고 자리에서 일어났다.,
0,,,평소보다 조금 빨리 간다면 분명 마주칠 수 있겠지,
0,,,그런 생각에 수업조차 제대로 듣지 못했다.#그덕에 나중에 다시 공부해야겠지만…,
0,,,그런건 크게 신경쓸 것이 아니엿다.,
0,,PlaySE,Walk,
0,,ChangeBackground,SchoolHallway,
0,,,없으면 어떻게 하지?#있다고 해도 말은 해줄가,
0,,,그럼에도 걸음은 멈추지 않았다.,
0,,,게단을 다 오르고 호시코는 옥상 문을 열었다.,
0,,PlaySE,Walk,
0,,ChangeBackground,SchoolRooftop,
0,,,호시코는 도시락통을 들고 문 옆쪽을 향했다.,
0,,ChangeBGM,Nia,
0,Nia,AddTalker,1,
0,,,오늘도 니아는 그 자리에서 밥을 먹고 있었다.,
0,,SelectTalker,1,
0,1,,안녕하세요.,
0,,,확실히 지금까지 시간이 엇나갔을 뿐이란걸 잘 알 수 있었다.,
0,,,호시코는 그 옆쪽 벽면에 기대 앉았다.,
0,호시코,,안녕하세요,
0,,,호시코는 도시락 통을 열었다.,
0,,,니아도 그 모습을 보더니 다시 고개를 돌렸다.,
0,,,아마 이대로 말을 안한다면 어제처럼 흘러가게 되겠지?,
0,,,호시코는 먼저 이야기를 꺼내기로 했다.,
0,호시코,,몇반이에요?,
0,1,,5반이에요,
0,,,5반이 분명 3층에 있던 곳이였지?,
0,,,호시코는 기억을 더듬이며 위치를 떠올렸다.,
0,,,평소에 마주칠 일도 없을만한 곳이긴 했다.,
0,1,,몇반이에요?,
0,호시코,,아 저는 2학년 1반이에요,
0,,,거의 반사적으로 호시코는 대답했다.,
0,,,니아는 큰 반응 없이 밥을 먹고 있었다.,
0,호시코,,어차피 같은 학년인데 말 편하게 해도 돼,
0,,,긍정의 의미인지 부정의 의미인지 호시코는 알 턱이 없었다.,
0,호시코,,역시 그건 좀 그런가?,
0,1,,편하게 해요,
0,,,자기는 존댓말 쓰면서…,
0,,,그런 생각이 들었지만 크게 개의치는 않았다.,
0,,,허락해줬으면 된거 아냐?,
0,호시코,,그런데 왜 여기서 밥을 먹는거야?,
0,1,,평소에 사람이 없어서요,
0,,,나랑 비슷한 이유구나,
0,,,호시코는 그 이야기에 고개를 끄덕일 수 밖에 없었다.#그리고 그 뒤 한가지를 더 알 수 있었다.,
0,호시코,,나는 괜찮아?,
0,,,니아는 별 다른 반응이 없었다.,
0,,,적어도 반응은 해줘야 무슨 말이라도 하지,
0,,,그런 불만이 생기긴 했지만 크게 티를 내진 않았다.,
0,,,애초에 친한 사이는 아니긴 하니까…,
0,,,아무래도 친해지기 좋은 성격은 아닌 것 같아 보였다.,
0,호시코,,이 이야기는 됐고 어쩌다 거기에 있던 거야?,
0,1,,거기?,
0,,,니아는 호시코를 돌아보았다.#확실히 겉으로 보기에는 별 다른 흔적이 보이지 않았다.,
0,,,호시코는 어떻게 이야기를 해야할까 잠시 고민에 빠졌다.,
0,,,이런 경우에는 직접적으로 말을 해야할까?,
0,,Choice,공원에 대해 이야기 한다.,Do
0,,Choice,아무 말도 하지 않는다.,No
0,,ChoiceEnd,,
Do,호시코,,그때 공원에서 쓰러져 있었잖아,
Do,,,니아는 호시코의 말을 듣더니 잠시 고개를 돌렸다.#말을 해줄린 없겠지만 물어는 봤으니 큰 후회는 생기지 않았다.,
Do,,,저렇게 말을 못한다는건 말해주기 어려운 쪽에 가까운 거겠지,
Do,,,그런 생각이 들자 호시코는 뒤에 말을 얹었다.,
Do,호시코,,곤란하면 말 하지 않아도 돼,
Do,1,,네,
Do,,,말 못할 일이 있는거겠지,
Do,,,호시코는 그렇게 생각하며 주제를 바꾸기로 했다.,
Do,NiaRelationship,IncreaseVarByName,1,
Do,,Bookmark,이것도 호감도 증가 소량 1로 처리,
No,호시코,,아냐 기억 안나면 됐어,
No,1,,네 그래요,
No,,,굳이 이야기를 해서 불편하게 만드는 것도 좀 그렇긴 해,
No,,,나같아도 그런 일은 떠올리기도 싫은거야,
No,,,호시코는 니아의 반응에 수긍했다.,
No,,,그럼 다른 이야기를 꺼내야겠지,
0,,ResetKey,,
0,,,어떤 주제를 꺼낼까 싶어 주변을 둘러보았다.#하지만 크게 눈에 띄는 것은 없었다.,
0,,,그럼 다른 걸 물어볼까?,
0,,,늘 여기서 밥을 먹는다 했으니 좋아하는 음식정도는 물어봐도 괜찮아 보였다.,
0,,,그렇게 도시락 통 안을 들여다 보았다.,
0,,,각 부분별로 나눠진 파랑색 도시락안에는 계란 말이나 소세지볶음#반달모양 단무지가 눈에 들어왔다.,
0,호시코,,그 반찬들 좋아하는 것들이야?,
0,,,니아는 도시락을 내려보더니 짧게 대답했다.,
0,1,,별로 좋아하진 않아요.,
0,,,하긴 도시락을 좋아하는걸 싸오는 경우는 적지,
0,,,매일 만들거나 사서 와야 하잖아?,
0,호시코,,그럼 좋아하는 음식이 뭐야?,
0,1,,매운 음식들을 좋아해요.,
0,,,매운걸 좋아하는구나?,
0,,,다소 음식 취향이 맞지는 않는 것 같았다.,
0,1,,저는 먼저 내려가볼게요.,
0,,,어?,
0,,,호시코는 일어서는 니아를 올려보았다.,
0,1,,곧 종이 칠테니 먼저 내려가겠습니다.,
0,,,아 맞아 꽤 시간이 많이 지났지,
0,,,이런 저런 질문을 하다 보니 시간이 지났을 거란걸 생각하지 못하고 있었다.,
0,,SelectTalker,-1,
0,호시코,,다음에도 괜찮으면 여기서 또봐,
0,,,니아는 별 다른 대답 없이 문을 열고 내려갔다.,
0,,RemoveTalker,1,
0,,ChangeBGM,Momiji,
0,,,호시코는 뒤늦게 밥을 먹고 곧장 반을 향해 돌아갔다.,
0,,PlaySE,Walk,
0,,ChangeBackground,SchoolHallway,
0,,,한창 반으로 돌아가던 도중 종소리가 귀에 들어왔다.,
0,,,마음이 급해지자 발걸음도 빨라졌다.,
0,,,계단을 거의 뛰듯이 내려온 후 호시코는 반에 무사히 도착햇다.,
0,,PlaySE,Walk,
0,,ChangeBackground,Classroom,
0,,,다행히 선생님은 오지 않은 듯 보였다.,
0,,,반 애들도 자기들끼리 어울려 다니고 있었다.,
0,,,평소에 찾는 사람도 찾을 사람도 없다 보니 큰 문제는 없는 듯 보였다.,
0,,,왠지 모를 씁쓸한 느낌이 들었지만 오히려 지금 상황에선 지금 같은게 더 좋았다.,
0,,,괜히 다른 애들까지 엮이게 하고 싶진 않으니까,
0,,,호시코는 자리에 앉아 다음 수업 준비를 시작했다.,
0,,,얼마 지나지 않아 선생님도 들어오셨고 지루한 수업도 시작되었다.,
0,,,딴 생각이 떠오르기도 했지만 집중해서 수업을 듣는게 더 중요했다.#가르치는 실력이 나쁜 선생님들이 많아 수업을 놓친 학생들이 대다수였다.,
0,호시코,,후 이걸로 끝이다.,
0,,,마지막 수업도 끝났다.,
0,,,하마터면 내용을 놓칠번 했지만 이번에도 무사히 따라 갈 수 있었다.#지나치게 어렵게 설명하는게 정말 마음에 들지 않지만…,
0,,,잘 따라가기만 한다면 많은 걸 알 수 있어서 나로썬 마냥 나쁘진 않았다.,
0,,,호시코는 가방에 책을 넣고 가장 먼저 일어났다.#점심시간 일로 핑계를 들 것 같다는 생각에 한 행동이였다.,
0,,PlaySE,Walk,
0,,ChangeBackground,SchoolHallway,
0,,,다행히 붙잡히진 않았다.,
0,,,그래도 아직 안심이 되진 않았다.,
0,,,오늘도 조금 돌아 가더라도 그쪽으로 가는편이 더 낫겠지?,
0,,PlaySE,Walk,
0,,ChangeBackground,SchoolGate,
0,,,하나 둘 사람들이 돌아가는 모습이 보였다.#그래도 딱히 눈에 띄는 사람들은 없었다.,
0,,,호시코는 빠른 걸음으로 앞으로 향했다.,
0,,PlaySE,Walk,
0,,ChangeBGM,NakusitaMirai,
0,,ChangeBackground,Town,
0,,,어느 순간부터 이곳으로 집에 돌아가는 쪽이 더 익숙해 진 느낌이 들었다.,
0,,,크게 둘러가는 거긴 한데… ,
0,,,호시코는 한숨을 크게 내쉬었다.,
0,,,그래도 심한 짓을 당하는 거 보단 이쪽이 더 마음이 편하긴 하지,
0,,,그런 생각을 하며 주변을 둘러보던 중 유독 눈에 띄는 건물들이 보였다.,
0,,,저거 니아 부축해줄때 봤던 건물들 아닌가?,
0,,,집으로 돌아가는 길이 겹칠 수도 있다는 생각도 들었다.,
0,,,이건 다음에 만나면 그때 물어보는 걸로 할까,
0,,,어차피 다음주에 또 볼테니까..,
0,,,꽤 긴시간을 걷다 보니 공원 입구가 눈에 들어왔다.,
0,,PlaySE,Walk,
0,,ChangeBGM,Park,
0,,ChangeBackground,Riverside,
0,,,호시코는 터벅터벅 앞으로 걸어갔다.,
0,,,확실히 가로등이 망가지거나 청소상태도 엉망이였다.,
0,,,게다가 큰나무도 가지치기 하나 되지 않은 지저분한 느낌이 들었다.,
0,,,여기나 골목길이나 위험한 건 똑같이 위험한 느낌이 들었다.,
0,,,그래도 여기서 마주칠 일은 거의 없으니까…,
