Branch,Talker,Event,Content,Key
0,,,뒤에서 그 말에 고개를 끄덕이고 있었다.,
0,,,니아는 호시코의 손을 잡았다.,
0,호시코,,나 잠시 갔다 와야 하는 곳이 있거든,
0,1,,응…,
0,,,니아는 손을 놓았다.,
0,호시코,,이따 다시 돌아올게,
0,,RemoveTalker,1,
0,,,호시코는 그 말을 남기고 문 밖으로 나왔다.,
0,,PlaySE,Walk,
0,,ChangeBackground,NiaLivingRoom,
0,수련,,학원에는 연락해뒀어,
0,호시코,,그런가요...,
0,,,지금 중요한건 학원 수업 같은게 아니였다.,
0,,,저런 상태가 된 것에는 나의 책임도 있다는 생각이 들었다.,
0,,,책임이 없다 하더라도 힘들어 하는 모습을 보고 지나칠 생각또한 없었다.,
0,,,하지만 어디서부터 찾아봐야 할까?,
0,,,이건 나 혼자서 해결할 만한 것이 아니였다.,
0,호시코,,일단 저는 학원에 가볼게요,
0,수련,,응 다음에 또 오렴,
0,,PlaySE,Walk,
0,,ChangeBackground,Town,
0,,,지금까진 선생님들에게 도와달라 말하지 않았다.,
0,,,나 혼자서도 할 수 있어보이거나 도움이 안되는 일이 흔했기 때문이였다.,
0,,,하지만 이건 나 혼자서 해결할 일이 아니란건 확실했다.,
0,,,수업을 빠진다 말 하는 것 부터가 크게 혼날이리긴 하지,
0,,,그런 생각으로 학원을 향했다.,
0,,,슬슬 시간이 된  탓인지 주변에는 많은 학생들이 눈에 들어왔다.,
0,,,대부분은 이 시간에 나오니까,
0,,PlaySE,Walk,
0,,ChangeBackgroundByMove,SchoolGate,
0,,ChangeBGM,Haruurara,
0,,,교문을 지나 반으로 향했다.,
0,,PlaySE,Walk,
0,,ChangeBackgroundByMove,SchoolHallway,
0,,,복도에는 많은 학생들로 지나다니기 힘들 정도였다.,
0,,,그럼에도 늦지 않게 교실 앞에 도착 할 수 있었다.,
0,,PlaySE,Walk,
0,,ChangeBackgroundByMove,Classroom,
0,,,호시코는 자신의 자리에 앉았다.,
0,,,평소 타케시가 앉아 있던 자리는 늦은 시간임에도 비여있었다.,
0,,,그래 그런 일 겪고도 멀쩡히 있는게 더 이상하겠지,
0,,,시간이 지나고 선생님이 들어와 간단한 아침조회를 하게 되었다.,
0,,,다음 수업 준비를 하라는 말을 하며 선생님이 나갈때 호시코는 그 뒤를 따랐다.,
0,Extra,AddTalker,1,
0,,SelectTalker,1,
0,호시코,,선생님 저 궁금한게 있습니다.,
0,담임 선생님,,무슨일이니?,
0,,,어떻게 이야기할까?,
0,,Choice,중요한 일 때문에 수업을 듣지 못할 것 같아요,NM
0,,Choice,혹시 수업을 빠져도 될까요?,NO
0,,Choice,선생님.... 농구가 하고싶어요,DN
0,,ChoiceEnd,,
NM,담임 선생님,,도대체 무슨일이길래 그러니?,
NO,담임 선생님,,내가 지금 잘못들었니?,
NO,호시코,,죄송합니다.,
NO,,,호시코는 어떤식으로 말할지 잠시 생각했다.,
NO,호시코,,지금 곤란한 일이 있어서 제대로 수업을 듣지 못할 것  같아서요,
NO,담임 선생님,,무슨 일이길래 그런 말을 하는거니?,
DN,담임 선생님,,포기해 포기하면 편해... 하지마...,
DN,담임 선생님,,가 아니라 너 화장실 청소하고 싶니? ,
DN,호시코,,죄송합니다.,
DN,,,호시코는 어떤식으로 말할지 잠시 생각했다.,
0,,ResetKey,,
0,,,호시코는 선생님의 말에 지금껏 겪은 일을 간략히 설명했다.,
0,,,지금까지 타케시에게 괴롭힘을 당한것,
0,,,그리고 그걸 다른 어른들에게 말하지 않은 이유 등,
0,,,이야기를 듣는 선생님의 표정은 어두워졌다.,
0,,,지금 눈앞의 이 학생이 거짓말을 하지 않는다는건 누구보다 잘 알고 있었다.,
0,,,그 모든 이야기의 끝에 니아의 이야기를 넣었다.,
0,,,타케시에게 심한 괴롭힘을 당한 날 니아와 마주치게 되었고,
0,,,그 후엔 어딘가 이상한 모습을 보여주고 있다는 이야기까지,
0,,,선생님은 턱을 메만지며 골똘히 생각하고 있었다.,
0,담임 선생님,,한 10분정도 후에 교무실로 내려오겠니?,
0,호시코,,네 알겠습니다.,
0,,RemoveTalker,1,
0,,,선생님은 다소 빠른 걸음으로 복도를 내려갔다.,
0,,,호시코는 잠시 시간이 남은 동안 윗반으로 올라갔다.,
0,,,안에서는 웅성거리는 소리가 복도밖으로 세어나오고 있었다.,
0,Rin,AddTalker,1,
0,1,,역시 니아는 오지 않은거지?,
0,,,호시코는 옆에서 들리는 소리에 고개를 돌렸다.,
0,,,그 자리엔 주머니에 손을 넣고 린이 다가오고 있었다.,
0,호시코,,응 아침에도 어제 같은 상태더라고,
0,1,,알겠어 도움 필요하면 말하고,
0,호시코,,고마워,
0,,RemoveTalker,1,
0,,,린은 그대로 지나쳐 다른 반으로 들어갔다.,
0,,,호시코는 그 후 자신의 반으로 돌아왔다.,
0,,ChangeBackground,Classroom,
0,,,가방을 들고 등에 메자 옆에서 바라보던 강율이 말을 걸었다.,
0,강율,,어디가게?,
0,호시코,,집에 가는건 아냐,
0,,,타케시가 없어서 그런건가?,
0,,,서스럼 없이 말거네,
0,호시코,,학교 안을 돌아다니지 않을까 생각은 들어,
0,,,강율은 그 말에 고개를 끄덕이더니 말을 했다.,
0,강율,,무슨 일이던 잘 해결되길 바랄게,
0,,,호시코는 고개를 끄덕인 후 교실을 나섰다.,
0,,ChangeBackground,SchoolHallway,
0,,,교무실로 내려오라 하셨지,
0,,,호시코는 복도를 지나 교무실 앞에 도착했다.,
0,,,문을 가볍게 두번 두드린 후 문을 열었다.,
0,,ChangeBackground,Teacherroom,
0,,,호시코가 문을 열고 들어오자 안쪽 테이블에서 손짓하는 것이 보였다.,
0,,,걸음을 옮겨 담임 선생님 앞에 도착하게 되었다.,
0,Extra,AddTalker,1,
0,,SelectTalker,1,
0,담임 선생님,,네가 말한걸 토대로 대충 확인을 홰봤어.,
0,,,앞에는 서류뭉치가 눈에 들어왔다.,
0,,,안에는 학생의 개인정보들이 적혀 있는 듯 보였다.,
0,호시코,,제가 이걸 봐도 되는건가요?,
0,담임 선생님,,다른건 안되고 이건 괜찮아,
0,,,선생님이 건내준 파일을 받았다.,
0,,,니아의 개인정보가 들어있는 듯 보였다.,
0,,,내용을 가볍게 읽어보았다.,
0,,,예상 했던 것들이 많이 보였다.,
0,,,지금은 친척인 양부모 아래서 자라고 있다는 것과,
0,,,E클래스 실에서 치료를 받은 적이 있다는 것 정도,
0,,,게다가 요즘 애들하고 좀 어울려 다니곤 했었지.,
0,,,세개를 집중해서 살펴보면 되는걸까,
0,,RemoveTalker,1,
0,,ChangeBGM,Mystery,
0,,Bookmark,LoopStart,
0,호시코,,어디부터 살펴볼까?,
0,Switch,IfByName,HomeroomTeacher,
0,,,true,HTTrue
0,,IfEnd,,HTFalse
HTTrue,Switch,IfByName,EClass,
HTTrue,,,true,OnlyNRFalse
HTTrue,,IfEnd,,HTtrueECFalse
HTtrueECFalse,Switch,IfByName,NiaRelative,
HTtrueECFalse,,,true,OnlyECFalse
HTtrueECFalse,,IfEnd,,OnlyHTTrue
HTFalse,Switch,IfByName,EClass,
HTFalse,,,true,ECTrue
HTFalse,,IfEnd,,ECFalse
ECTrue,Switch,IfByName,NiaRelative,
ECTrue,,,true,OnlyHTFalse
ECTrue,,IfEnd,,OnlyECTrue
ECFalse,Switch,IfByName,NiaRelative,
ECFalse,,,true,OnlyNRTrue
ECFalse,,IfEnd,,AllFalse
AllFalse,,Choice,니아의 친구를 찾아가 본다.,HomeroomTeacher
AllFalse,,Choice,e클래스에 찾아가 볼까,EClass
AllFalse,,Choice,니아의 친척집을 찾아간다.,NiaRelative
AllFalse,,ChoiceEnd,,
OnlyHTTrue,,Choice,e클래스에 찾아가 볼까,EClass
OnlyHTTrue,,Choice,니아의 친척집을 찾아간다.,NiaRelative
OnlyHTTrue,,ChoiceEnd,,
OnlyECTrue,,Choice,니아의 친구를 찾아가 본다.,HomeroomTeacher
OnlyECTrue,,Choice,니아의 친척집을 찾아간다.,NiaRelative
OnlyECTrue,,ChoiceEnd,,
OnlyNRTrue,,Choice,니아의 친구를 찾아가 본다.,HomeroomTeacher
OnlyNRTrue,,Choice,e클래스에 찾아가 볼까,EClass
OnlyNRTrue,,ChoiceEnd,,
OnlyHTFalse,,Choice,니아의 친구를 찾아가 본다.,HomeroomTeacher
OnlyHTFalse,,ChoiceEnd,,
OnlyECFalse,,Choice,e클래스에 찾아가 볼까,EClass
OnlyECFalse,,ChoiceEnd,,
OnlyNRFalse,,Choice,니아의 친척집을 찾아간다.,NiaRelative
OnlyNRFalse,,ChoiceEnd,,
HomeroomTeacher,호시코,,니아의 친구를 찾아가 봐야겠다.,
HomeroomTeacher,HomeroomTeacher,ChangeSwitchByName,true,
EClass,EClass,ChangeSwitchByName,true,
EClass,호시코,,e클래스에 찾아가 봐야겠다.,
EClass,Switch,IfByName,GetClueByHomeroomTeacher,
EClass,,,true,EclassSuccess
EClass,,IfEnd,,EclassFalse
NiaRelative,NiaRelative,ChangeSwitchByName,true,
NiaRelative,호시코,,친척분들을 만나러 가봐야겠어.,
NiaRelative,Switch,IfByName,GetClueByEClass,
NiaRelative,,,true,NiaRelativeSuccess
NiaRelative,,IfEnd,,NiaRelativeFalse
HomeroomTeacher,,Bookmark,HomeroomTeacher성공확인,
HomeroomTeacher,,FadeOut,1,
HomeroomTeacher,,SaveCSV,,
HomeroomTeacher,0,ChangeCSV,SubStory/HomeroomTeacherSuccess,ResetKey
HomeroomTeacher,GetClueByHomeroomTeacher,ChangeSwitchByName,true,
EclassSuccess,,Bookmark,Eclass성공확인,
EclassSuccess,,FadeOut,1,
EclassSuccess,,SaveCSV,,
EclassSuccess,0,ChangeCSV,SubStory/EClassSuccess,ResetKey
EclassSuccess,GetClueByEClass,ChangeSwitchByName,true,
EclassFalse,,Bookmark,Eclass실패확인,
EclassFalse,,FadeOut,1,
EclassFalse,,SaveCSV,,
EclassFalse,0,ChangeCSV,SubStory/EClassFail,ResetKey
NiaRelativeSuccess,,Bookmark,NiaRelative성공확인,
NiaRelativeSuccess,,FadeOut,1,
NiaRelativeSuccess,,SaveCSV,,
NiaRelativeSuccess,0,ChangeCSV,SubStory/NiaRelativeSuccess,ResetKey
NiaRelativeSuccess,GetClueByNiaRelative,ChangeSwitchByName,true,
NiaRelativeFalse,,Bookmark,NiaRelative실패확인,
NiaRelativeFalse,,FadeOut,1,
NiaRelativeFalse,,SaveCSV,,
NiaRelativeFalse,0,ChangeCSV,SubStory/NiaRelativeFail,ResetKey
0,,ResetKey,,
0,,FadeIn,1,
0,ClueCount,IncreaseVarByName,1,
0,Var,IfByName,ClueCount,
0,>,,2,FindClueEnd
0,,IfEnd,,FindClueNotEnd
FindClueNotEnd,,FindBookmark,LoopStart,ResetKey
0,,ResetKey,,
0,Switch,IfByName,GetClueByNiaRelative,
0,,,true,0
0,,IfEnd,,BadEnding
BadEnding,,Bookmark,배드엔딩 시작,
BadEnding,,ChangeBackground,NiaRoom,
BadEnding,,ChangeBGM,Precipice,
BadEnding,,,정신이 들자 보이는건 똑같은 천장이였다.,
BadEnding,,,니아는 침대에서 몸을 일으키곤 멍하니 앞을 보고 있었다.,
BadEnding,,,분명 품에 넣어두었던 액자가 보이지 않았다.,
BadEnding,,,몸도 한층 더 가벼워진 느낌이 들었다.,
BadEnding,,,사실 지금까지가 나쁜 악몽이 아닐까,
BadEnding,,,니아는 공원이 보고 싶었다.,
BadEnding,,,그때의 추억이 담긴#온전하게 나아진 공원이,
BadEnding,,,니아는 몸을 일으켰다.,
BadEnding,,,대충 걸쳐놓은 옷 그대로 터벅터벅 걸어나갔다.,
BadEnding,,ChangeBackground,NiaHomeOutfront,
BadEnding,,,끼익하는 소리와 함께 문이 열린다.,
BadEnding,,,대충 끼워넣은 신발은 바닥에 질질 끌리고 있었다.,
BadEnding,,,그럼에도 개의치 않은 듯 니아는 앞으로 걸어갔다.,
BadEnding,,ChangeBackground,Town,
BadEnding,,,사람들은 거의 보이지 않았다.,
BadEnding,,,이런 늦은 시간에 변방진 마을에 사람이 많긴 힘들테니까,
BadEnding,,,니아는 하염없이 걸었다.,
BadEnding,Black,FadeOut,1,
BadEnding,,ChangeBackground,HoshikoRoom,
BadEnding,,ChangeBGM,FatefulEncounter,
BadEnding,,SetTimer,0.5,
BadEnding,,FadeIn,1,
BadEnding,,,호시코는 눈을 떳다.,
BadEnding,,,많은 것들을 보았지만 아직 갈피가 잡히지 않았다.,
BadEnding,,,어떻게 하면 니아가 나아지게 해줄 수 있을가?,
BadEnding,,,무모하더라도 먼저 찾아가 시도해볼까?,
BadEnding,,ChangeBackground,NiaHomeOutfront,
BadEnding,,,호시코가 니아의 집에 다가왔을때 두분이 눈에 들어왔다.,
BadEnding,,,아저씨와 아주머니가 왜 나와계시지?,
BadEnding,,,그런 생각에 호시코는 다가갔다.,
BadEnding,,,호시코를 발견한 두 사람은 급하게 다가왔다.,
BadEnding,수련,,혹시 니아 못봤니?,
BadEnding,호시코,,니아요?,
BadEnding,,,방에 있는게 아니였나?,
BadEnding,수련,,갑자기 사라져서 같이 찾아 보고 있단다,
BadEnding,,,그 말에 호시코는 떠오르는 곳이 있었다.,
BadEnding,,,그곳엔 있지 않을까,
BadEnding,호시코,,저도 그럼 찾아볼게요,
BadEnding,수련 ,,부탁좀 할게,
BadEnding,,,호시코는 이곳 저곳을 돌아다녔다.,
BadEnding,,PlaySE,Walk,
BadEnding,,ChangeBackgroundByMove,Town,
BadEnding,,SetTimer,0.5,
BadEnding,,PlaySE,Walk,
BadEnding,,ChangeBackgroundByMove,Alley,
BadEnding,,SetTimer,0.5,
BadEnding,,PlaySE,Walk,
BadEnding,,ChangeBackgroundByMove,Riverside,
BadEnding,,,호시코는 주변을 한 곳 한 곳 살펴보았다.,
BadEnding,,,그럼에도 그 어디에서도 니아를 볼 순 없었다.,
BadEnding,,,솔직하게 말하고 같이 지냈더라면,
BadEnding,,,설득하여 각자 지내는 방향이라도 잡았더라면,
BadEnding,,,적어도 이런 결과는 벗어나지 않았을까,
BadEnding,,,더 이상 체력도 정신력도 남지 않았다.,
BadEnding,,,호시코는 의자 위에서 쭈그려 앉아 귀를 막았다.,
BadEnding,,,더 이상 견딜 수가 없이 고통스러웠다.,
BadEnding,,ChangeBGM,BadEnd,
BadEnding,,EndingCredit,,
BadEnding,,,.,
BadEnding,,ReturnTitle,,
BadEnding,,Bookmark,배드엔딩 끝,
0,,ResetKey,,
0,,ChangeBackground,HoshikoRoom,
0,,ChangeBGM,AsaNoKomorebi,
0,,,호시코는 침대에서 눈을 떳다.,
0,,,학교 수업도 제대로 듣지 않은지 일주일째,
0,,,다시 수업에 들어간다면 어떻게 따라갈가 막막하다는 생각도 들었다.,
0,,,하지만 아직 니아에 대한 것이 완전히 해결되지 않았다.,
0,,,조금만 더 미루자,
0,,,그래도 이제 모든 생각도 마치고 준비도 마쳤다.,
0,,,옷을 깔끔하게 갈아 입고 머리도 정돈했다.,
0,,,그래 난 할 수있을거야,
0,,,스스로에게 암시를 걸듯 계속하여 되세겼다.,
0,,PlaySE,Walk,
0,,ChangeBackgroundByMove,Riverside,
0,,SetTimer,0.5,
0,,PlaySE,Walk,
0,,ChangeBackgroundByMove,NiaHomeOutfront,
0,,,호시코는 오늘도 집에 도착한 후 초인종을 눌렀다.,
0,,,희끗한 소리가 들리더니 문이 열렸다.,
0,호시코,,저 들어가도 괜찮을까요?,
0,철우,,어서 들어와,
0,,,호시코는 집 안으로 향했다.,
0,,ChangeBackground,NiaLivingRoom,
0,,,호시코는 두 사람을 보며 고개를 끄덕였다.,
0,,,그 행동이 무엇을 말하는지는 둘 모두 알 수 있었다.,
0,,,그 뒤엔 계단을 타고 위로 향했다.,
0,,,니아의 방 앞에서 문을 가볍게 두드렸다.,
0,,,한번 두번,
0,,,부시럭 거리는 소리가 들리며 문이 열렸다.,
0,,,호시코는 그 안으로 들어갔다.,
0,,ChangeBackground,NiaRoom,
0,Nia,AddTalker,1,
0,,SelectTalker,1,
0,,ChangeBGM,Nia2,
0,,,얼마나 많은 시간이 지났을까,
0,,,방에 틀어박힌지도 4일이 넘게 지났다.,
0,,,머리카락이 떡진건 물론이고 몸에 기운도 없어 보였다.,
0,,,그래도 그간 밥은 먹어서 이정도인건가…,
0,,,아무리 봐도 마음이 편하진 않았다.,
0,호시코,,니아,
0,,,자신의 이름을 부르자 니아는 고개를 돌렸다.,
0,호시코,,너에게 있어서 나는 뭐야?,
0,,,호시코는 그 말을 하고 대답을 기다렸다.,
0,,,시간이 흘러도 아무런 말도 하지 않았다.,
0,1,,소중한 친구야,
0,,,니아는 그렇게 대답했다.,
0,,,그럼에도 호시코는 고개를 저을 뿐 아무 말도 하지 않았다.,
0,1,,친구가 아니면 뭔데?,
0,,,계속되는 정적에 니아의 언성이 조금 올라갔다.,
0,,,그 말을 기다렸다는 듯 호시코는 대답했다.,
0,호시코,,난 네 아버지의 대용품이였던 거지,
0,,,돌렸던 고개는 다시 호시코를 향해 돌아왔다.,
0,,,하지만 눈은 제대로 마주치지 못하고 반박도 하지 못했다.,
0,호시코,,늘 네편이였으면 하고 무엇이든 모르는 걸알려주고,
0,,,명확한 발음으로 한마디 한마디 강조하여,
0,호시코,,떠나지 않는 사람 말이야,
0,1,,아니야,
0,,,부들부들 떠는 모습에 호시코는 망설임이 생겼다.#너무 가혹한 말을 하는게 아닐까,
0,,,하지만 말을 멈출 수 없었다.,
0,,,아니 안되는 거에 가까웠다.,
0,,,심한 말이라도 지금의 니아는 마주 봐야 할 필요가 있었다.,
0,호시코,,그럼 왜 나를 통해 아버지를 그리는거야?,
0,1,,그건…,
0,,,니아는 아무 말도 하지 못했다.,
0,,,나 스스로가 그렇게 생각하고 있었으니까,
0,호시코,,내가 다친걸 봤을때 정말 나를 나로 보고있던게 맞아?,
0,1,,미안해…,
0,,,생각했던 대답이 나왔다.,
0,,,호시코는 지금 하는 말 한마디 한마디가 너무 힘들었다.,
0,,,구태여 이런 말까지 해야 하는걸까,
0,,,잘 이야기한다면 나아질 수 있지 않을까,
0,,,하지만 그건 내가 아닌 니아의 아버지의 일이였다.,
0,호시코,,뭐가 미안한데?,
0,1,,너를 보며 늘 아버지를 떠올렸어,
0,,,니아의 목소리에 습기가 가득 찼다.,
0,,,울먹거리는 목소리로 한마디 한마디 말을 뱉었다.,
0,1,,아빠를 보지 못하더라도 네가 옆에 있어주면 괜찮지 않을까 라고,
0,호시코,,난 그 자리를 채워 줄 수없어,
0,,,호시코는 깊은 한숨을 내쉬었다.,
0,,,호시코의 말이 무엇을 의미하는진 니아 또한 잘 알고 있었다.,
0,호시코,,나는 네 소중한 친구지 너의 가족이 되어 줄 순 없어,
0,1,,알고 있어,
0,,,호시코는 니아에게 다가갔다.,
0,,,그간 홀로 지내기 얼마나 힘들었을까,
0,,,호시코는 엄마가 떠올랐다.,
0,,,어릴때 책을 읽어 주셨던 것들,
0,,,궁금하다고 물어보면 같이 배워보자고 이야기 했던 것들,
0,,,그 그리움을 남에게서 충족하고 싶었던 것 뿐이였다.,
0,1,,정말 미안해,
0,,,호시코는 그런 니아를 품에 당기며 토닥여 주었다.,
0,호시코,,괜찮아 힘든 일인게 당연한거야,
0,,,아직 나도 떨쳐내지 못했거든,
0,,,그런 생각을 하며 그 자리를 지켰다.,
0,,,쏟아진 감정은 서서히 퍼져간다.,
0,,,더 이상 감정을 주체하지 못하고 니아는 눈물을 터트렸다.,
0,,,그 소리를 듣는 호시코 또한 눈물 방울을 떨어트렸다.,
0,,,그럴듯하게 말은 하지만 아직 아버지를 용서 못한 자신과 너무나 겹쳐보였다.,
0,Black,FadeOut,1,
0,,ChangeBackground,NiaRoom,
0,,ChangeBGM,Nia,
0,,SetTimer,0.5,
0,,FadeIn,1,
0,,,니아가 뒤늦게 정신이 들었을땐 이미 돌이킬 수 없는 상황까지 도달했다.,
0,1,,혹시 예비옷이 있다거나…,
0,호시코,,그럴리가,
0,,,호시코는 축축해진 상의를 당기고 있었다.,
0,,,감정을 쏟아낸 직후가 가장 기분이 이상하다 하던가?,
0,,,인터넷에서 봤던 말이 무슨 소린지 이해 할 수 있었다.,
0,,,니아는 선채로 굳었다 해도 될 정도로 굳어 있었다.,
0,호시코,,괜찮아?,
0,1,,아니 전혀,
0,,,니아의 단호한 대답에 호시코도 납득했다.,
0,,,평소 나를 만나러 올때 꾸미고 나온다는 것 정도는 알고 있었다.,
0,,,저런 상태로 사람을 만나는 건…#생각만 해도 아찔하지 않을까,
0,호시코,,난 별로 신경 안써,
0,1,,내가 신경 써…,
0,,,호시코는 니아를 보며 말했다.,
0,호시코,,지금이라도 씻고 오는건 어때?,
0,1,,그럴게…,
0,,,니아는 옷을 둥글게 감아서 호시코를 피해 방 밖으로 도망쳤다.,
0,,RemoveTalker,1,
0,,ChangeBGM,StairwayOfHope,
0,,,홀로 남겨진 호시코는 책상위에 올려진 액자를 들어올렸다.,
0,,,세 사람 모두의 표정을 보니 정말 행복해 보인다는건 부정 할 수 없었다.,
0,호시코,,저는 잘한건가요…,
0,,,상태가 나이진 듯 보이는건 다행이였다.,
0,,,다만 그 과정에서 많은 상처를 준게 아닐까#그런걸 신경 쓸 수 밖에 없는 말을 해버렸다.,
0,,,호시코는 자리에서 일어나 방 밖으로 나섰다.,
0,,PlaySE,Walk,
0,,ChangeBackground,NiaLivingRoom,
0,,,호시코가 계단을 내려왔다.,
0,Extra,AddTalker,0,
0,Extra,AddTalker,2,
0,,,소파에 앉아 계시던 두분은 호시코가 나오자 달갑게 반응했다.,
0,,SelectTalker,0,
0,철우,,괜찮니?,
0,호시코,,네 잘 해결은 된 것 같아요,
0,,,엄청나게 피곤하다는거만 빼면…,
0,,,호시코는 두분에게 고개를 숙이며 인사했다.,
0,호시코,,저는 그럼 조금만 쉬러 가보겠습니다.,
0,,SelectTalker,2,
0,수련,,조심히 돌아가렴,
0,,RemoveTalker,0,
0,,RemoveTalker,2,
0,,,호시코는 문 밖으로 천천히 걸었다.,
0,,,주변 풍경은 하나도 눈에 들어 오지 않았고 보이는건 바로 앞 뿐이였다.,
0,,ChangeBackground,HoshikoRoom,
0,,,옷은 갈아입어야겠지,
0,,,호시코는 가볍게 샤워를 했다.,
0,,,조금은 깨운해진 느낌이 들었지만 여전히 기력은 하나도 없었다.,
0,,,핸드폰을 열어보니 니아의 메시지가 가득 와있었다.,
0,,,그리고 반 이상은 미안하다는 말의 연속이였다.,
0,,,그래도 잘 해결 됐으니 다행이야,
0,,,호시코는 마음의 평온을 느끼며 눈을 감았다.,
0,,StopBGM,,
0,,FadeOut,1,
0,,ChangeCSV,MainStoryPart3,ResetKey
0,,Bookmark,페이드 아웃 이후 괴롭힘 해결 내용 진입,
