Branch,Talker,Event,Content,Key
0,1,,선생님에게 여쭤 보는건 어때?,
0,,,확실히 그쪽이 편하긴 하겠다.,
0,,,니아의 생각은 나쁘지 않았다.,
0,,,명목은,
0,호시코,,괴롭힘 없는 학원을 만들기 위해서 라고 하자,
0,,,물론 나는 나만의 이유가 더 컸다.,
0,,,내가 괴롭힘에서 벗어나고 싶기 때문에,
0,,,그래도 이 한마디는 많은 사람들에게 기대 받지 않을까 생각이 들었다.,
0,,,특히나 공원이 나아지기전엔 거의 범죄자 소굴이라 할만큼 심했으니까,
0,1,,좋은 생각인거 같아,
0,,,니아의 대답에 호시코도 긍정했다.,
0,,,그럼 역할을 나눌게 필요한데…,
0,호시코,,일단 나는 선생님들에게 가볼게,
0,,,친구들과 어울리긴 힘들었지만 선생님들의 총애는 충분히 받고 있다 자부 할 수 있다.,
0,,,물론 공부를 그만큼 열심히 하는 애들이 적어 눈에 띄는거지만…,
0,,,그럼 괴롭힘을 당하는 애들이 모일만한 곳이…,
0,1,,E클래스…,
0,,,니아는 말을 흐렸다.,
0,,,그치 한창 상태가 안좋았을때 다니던 곳이기도 하니까,
0,,,망설이는 니아에게 호시코가 말했다.,
0,호시코,,지금의 너라면 아무 문제 없을거야,
0,1,,응?,
0,,,처음에는 그 말을 이해하지 못한 듯 보였다.,
0,,,그도 그럴게 대부분의 학생들은 방과 후에나 찾아가는 곳 이였다.,
0,,,수업 도중에 가게된다면 놀림을 받거나 따돌림 당하기 쉬운 곳이니까,
0,1,,혹시 봤어…?,
0,호시코,,한번만 봐주지 않을래?,
0,,,니아는 고개를 푹 숙였다.,
0,,,왜 그런 곳에 가는게 부끄러운 일이 되었는지는 아무도 모른다.,
0,,,하지만 이미 상황은 그렇게 되었다.,
0,,,니아는 부끄러운 면모를 또 다시 드러낸 것 같은 기분에 아무 말 하지 못했다.,
0,호시코,,아무튼… 그럼 각자 가서 해보는 걸로 하자,
0,1,,알겠어,
0,,,니아가 수긍하자 호시코는 시간을 확인했다.,
0,,,지금부터 학원에 간다면 도착하게 될 시간이 몇실까,
0,,,어떤 동선으로 돌아 다녀야 많은 학생들에게 전할 수 있을까,
0,호시코,,그럼 난 먼저 출발할게,
0,,RemoveTalker,1,
0,,ChangeBGM,Itukano,
0,,,호시코는 자리에서 일어나 학원을 향해 걸어갔다.,
0,,,빠르지만 위험한 길#안전하지만 느린 길,
0,,,이미 갈 사람들은 전부 학원에 갔을테니까,
0,,,그런 생각으로 호시코는 골목길로 향했다.,
0,,ChangeBackground,Alley,
0,,,한창 골목길을 타고 지나가던 중이였다.,
0,,,골목길 안쪽에 어떤 갈색머리가 지나가는 것이 보였다.,
0,,,호시코는 무시하고 쭉 지나쳐 가려했다.,
0,,ChangeBGM,Takeshi,
0,Takeshi,AddTalker,1,
0,1,,어디가?,
0,,,타케시가 이시간에 여기있다고?,
0,,,호시코는 타케시를 마주보았다.,
0,,,아직 얼굴에 멍이 든 걸로 봐선 완전히 나은 건 아닌 듯 보였다.,
0,1,,기분도 나쁜데 마침 잘됐네,
0,,,어차피 오늘 일이 성공한다면 해결되는거 아냐?,
0,,PlaySE,Walk,
0,,,그런 생각이 들자 곧장 뒤돌아 달리기 시작했다.,
0,1,,너 어딜 도망쳐!,
0,,SelectTalker,-1,
0,,,호시코는 골목길을 타고 쭉 달려갔다.,
0,,,타케시가 나보다 빠르다지만 사람들이 있는 곳에서 그러진 못하겠지,
0,,,그런 생각으로 죽을 듯이 앞으로 달려갔다.,
0,1,,저게 돌았나!,
0,,RemoveTalker,1,
0,,ChangeBGM,Momiji,
0,,ChangeBackground,SchoolGate,
0,,,가까스로 학교 앞까지 도착했지만 호시코는 더 이상 달릴 수 없었다.,
0,,,애초에 난 달리는건 전혀 하지 못했다.,
0,,,죽도록 달린 끝에 여기까지는 무사히 도착했지만 그게 전부였다.,
0,,ChangeBGM,Leche,
0,Leche,AddTalker,0,
0,0,,무슨일이야?,
0,,,헉헉 거리며 숨을 고르는 도중 누군가 다가왔다.,
0,,,그 모습은 한번쯤은 본 기억이 있었다.,
0,0,,타케시?,
0,Takeshi,AddTalker,2,
0,,,타케시는 뒤에서 천천히 걸어왔다.,
0,,,호시코는 본척도 하지 않고 그대로 레체를 향해 걸어갔다.,
0,2,,오랜만에 보네,
0,0,,얼굴이 말이 아니잖아,
0,,,그 말에 찔리는건 나의 몫이였다.,
0,,,저거 분명 린이 그러지 않았나…?,
0,,,둘은 가볍게 안부인사를 하며 어떻게 지내는지에 대한 이야기를 나누었다.,
0,,,호시코는 그 모습을 보며 그 자리에서 기다렸다.,
0,,,자신의 기억으로는 눈앞의 레체는 지금 학급회장을 하고 있는걸로 기억 하니까,
0,,,이번 일에 대해 논의하기에는 굉장히 좋은 사람이였다.,
0,2,,난 그럼 간다,
0,0,,뭐야 학원 나온거 아니였어?,
0,,,타케시는 뒤로 돌아 걸어갔다.,
0,,RemoveTalker,2,
0,,RemoveTalker,0,
0,Leche,AddTalker,1,
0,,,타케시가 가고 나서 레체는 호시코로 시선을 돌렸다.,
0,1,,방금은 무슨 일이였어?,
0,호시코,,믿을지 안 믿을지는 네 자유긴 한데,
0,,,호시코는 레체에게 타케시의 괴롭힘에 대해 자세히 이야기 했다.,
0,,,그냥 다른 애들과 놀지 못하게 하는거부터 심하게 폭행을 하는 것 까지,
0,,,레체는 심각한 표정으로 그 이야기를 들었다.,
0,호시코,,그래서 지금은 사람들을 모아서 괴롭힘을 해결 해 보려 해,
0,1,,큰 꿈을 가지고 있구나,
0,,,괴롭힘을 해결한다,
0,,,그 말에 레체는 흥미를 보이는 듯 했다.,
0,호시코,,너도 알겠지만 우리 학원은 괴롭힘이 팽배하잖아,
0,1,,맞아 골치 아픈 일이지,
0,호시코,,같이 사람들을 모아보지 않을래?,
0,,,레체는 호시코를 보았다.,
0,,,자신이 쳐다보자 고개를 끄덕이는 걸 보니 빈말은 아닌 것 같았다.,
0,1,,그래 난 무엇을 하면 돼?,
0,,,두 사람은 각자의 생각을 말했다.,
0,,RemoveTalker,1,
0,Black,FadeOut,1,
0,,ChangeBackground,Riverside,
0,,SetTimer,0.5,
0,Var,IfByVarByName,NiaRelationship,
0,>=,,NiaRelationshipCheck2,SanChi
0,,IfEnd,,Pinchi
SanChi,,ChangeBGM,Nia2,
Pinchi,,ChangeBGM,Nia,
0,,ResetKey,,
0,,FadeIn,1,
0,,,호시코가 자리를 떠난 이후 니아는 홀로 그자리에 남아 있었다.,
0,,,어차피 둘 다 학원에 가는거면 같이 가도 되는거아냐?,
0,,,가끔 저럴땐 침착하지 못한건 누군지 아냐고 말하고 싶었다.,
0,니아,,에휴…,
0,,,니아도 자리에서 일어나 걷기 시작했다.,
0,,,지난 기억이 흐릿하다 싶을 정도로 잘 기억이 나지 않았다.,
0,,,호시코를 본 이후의 기억이 끊겼다 싶이 할 정도였다.,
0,,,이모의 말로는 4일간 방에서만 지냈다고 한다.,
0,,,그래서 걷는 것 하나 힘들어진걸까,
0,,ChangeBackground,Town,
0,,,호시코는 주변에 보이지 않았다.,
0,,,일단 학원에 가는게 우선이겠지,
0,,,오래 걸어서 그런건가?,
0,,,부담이 되는 느낌이 들었다.,
0,,ChangeBackgroundByMove,SchoolGate,
0,,SetTimer,0.5,
0,,ChangeBackgroundByMove,SchoolHallway,
0,,,계단을 오르는 건 쉬운 일이 아니였구나,
0,,,잠시 숨을 고르고 문에 노크를 해보았다.,
0,,,하지만 안에선 아무런 소리도 나오지 않았다.,
0,,,오늘 선생님이 있는 날일텐데?,
0,,,니아는 문 옆에 붙어있는 종이를 발견하게 되었다.,
0,,,종이에는 출장중이라 적혀있었다.,
0,,,하긴 학생들이 잘 찾아오질 않으니 다른 곳에 갈 수 있겠구나…,
0,,,니아는 그 자리에서 잠시 앉아서 휴식을 취했다.,
0,니아,,다른 애들한테 도와달라 해야하나…,
0,,,지금껏 지낸 친구들이 생각났다.,
0,,,게다가 늘 따스한 위로의 말을 건내주며 고통을 나눠 받자는 이야기도 했으니까,
0,,,하지만 그건 좋은 생각은 아니였다.,
0,,,니아는 교실 근처를 걸어 다녔다.,
0,린,,괜찮아 졌나보네?,
0,,ChangeBGM,Rin,
0,Rin,AddTalker,0,
0,Mari,AddTalker,2,
0,,,니아가 고개를 돌리자 린과 마리가 보였다.,
0,,,린은 그렇다 치고 마리는 왜 여기 있는거지?,
0,,,자신을 보고 있다는 걸 안 마리는 대답해주었다.,
0,2,,다친 친구를 보건실에 데려다 주고 오는 길이야,
0,0,,마리는 힘이 약해서 들고 옮기기는 힘드니까,
0,,,그렇구나,
0,,,충부히 그럴 듯 한 이유였다.,
0,0,,그래서 어딜 가던거야?,
0,니아,,나는 괴롭힘 당한 학생들을 찾아 보고 있었어,
0,,,괴롭힘을 당한 사람?,
0,,,뭉뚱 그린 넓은 범위의 말에 두 사람은 의문을 표했다.,
0,,,자신이 호시코와 무슨 이야기를 나누었는지#그리고 어떤 생각으로 들어왔는지를 천천히 설명했다.,
0,,,린은 자신의 메세지함을 열어본 후에 말했다.,
0,0,,많이 알고 있긴 해,
0,2,,린?,
0,,,린은 뭔가를 골똘히 생각하는 듯 보였다.,
0,0,,걔들이 괴롭힘으로 느꼈다 하면 괜찮은거지?,
0,,,니아는 고개를 끄덕였다.,
0,,,린은 두 사람을 데리고 옆 건물로 향했다.,
0,,,1학년 반들이 모여있는 곳 이였다.,
0,,,린은 안을 살펴보던 중 숫자를 말했다.,
0,0,,두명,
0,,,그 숫자가 무엇을 말하는 건지 알기 쉬웠다.,
0,2,,지금 뭐하는거야?,
0,0,,어차피 처음 목적도 이거랑 비슷했으니까,
0,,,니아는 현재 상황이 불편했지만 말리진 않았다.,
0,,,처음부터 이렇게 하자는 이야기도 했었고#다른 사람을 찾아다니는건 방법도 보이지 않았으니까…,
0,,,세 사람은 학원을 돌아다니며 쉬는 시간을 기다렸다.,
0,,StopBGM,,
0,Black,FadeOut,1,
0,,RemoveTalker,2,
0,,RemoveTalker,0,
0,,ChangeBackground,SchoolGate,
0,Leche,AddTalker,0,
0,,ChangeBGM,Leche,
0,,SetTimer,0.5,
0,,FadeIn,1,
0,,StartBGM,,
0,,,호시코는 레체와 함께 다양한 곳을 다녔다.,
0,,,가끔 떨떠름한 표정을 짓는 선생님 분들도 계셨지만 많은 아이들에게 말을 모두 전했다.,
0,,,그리고 약속을 받은 학생들도 있었다.,
0,0,,다음 생각도 있어?,
0,호시코,,지금 생각 중이야,
0,,,많은 신고를 받고 이곳을 조사하게 된다고 치자,
0,,,그럼 그 대상자는 어떻게 좁혀야 할까?,
0,,,이 사람이 그랬다는 식의 말뿐인 신고로는 대상을 지정 할 수 없었다. ,
0,,,그럼 구체적인 증거가 필요하지 않나#자신이 들고 있는 것도 물증이 되진 않았다.,
0,,,고민을 하던 호시코의 옆으로 두 사람이 다가왔다.,
0,,ChangeBGM,Mari,
0,Nia,AddTalker,1,
0,Mari,AddTalker,2,
0,1,,무슨 생각 하고 있어?,
0,호시코,,확실한 물증이 없을까 고민하고 있어,
0,,,보통 그런 일이 일어나는 외진 곳에는 사람이 보는 것도 증거가 남는 것도 없었다.,
0,,,그 두가지의 상황이 겹치는 곳이 있을까,
0,0,,사람이 본 경우는 그렇다 칠 수 있긴한데,
0,,,레체는 다른쪽으로 접근 하고 있었다.,
0,,,어차피 물증이 없다면 많은 사람들이 본 대상만을 노린다.,
0,,,그럼 적은 수긴 해도 확실하게 줄일 순 있으니까,
0,,,하지만 그건 호시코가 생각했던 것과는 다소 거리가 있었다.,
0,2,,주변에 차량 블랙박스나 마트 블랙박스를 찾아보는건 어때요?,
0,0,,좋긴한데 시간이 너무 오래 걸리지 않을까?,
0,,,허락을 해줄지도 미지수였다.,
0,,,제대로 검사에 들어 간다면의 가능성에 속한 것들이였다.,
0,호시코,,가장 폭력이 많이 일어나는 곳이라 하면 어디가있지?,
0,,,다들 그 이야기에는 쉽게 이야기를 꺼낼 수 없었다.,
0,,,어떤 이유던 간에 그곳엔 흔적이 남을만한 것이 없었기 때문이였다.,
0,1,,났던 곳은 있어,
0,0,,그런 곳이 있다고?,
0,,,레체는 니아를 보며 말했다.,
0,,,호시코도 니아의 대답이 궁금했다.,
0,1,,공원 있잖아,
0,0,,아 맞아 거기도 있지,
0,,,지금은 리메이크가 끝나 전혀 다른 모습이 되었지만 많은 피해가 생기던 곳이였다.,
0,,,하지만 그곳에 증거가 있을까?,
0,0,,거기도 전부 다 고장 나 있지 않아?,
0,호시코,,아냐 저번에 다 고쳤어,
0,,,확실히 기억하고 있다.,
0,,,그때 CCTV 안 데어타가 망가지진 않았다는 말을 했었어.,
0,,,원리가 궁금해 기억하고 있던 내용이였다.,
0,,,일단 시도해서 나쁠건 없겠지,
0,호시코,,나는 공원 관리팀에 가서 요청을 할 생각이야,
0,0,,너흰 다녀와 난 따로 찾아보고 있을게,
0,,,레체는 손인사를 한 후 상점가를 향해 걸어갔다.,
0,,RemoveTalker,0,
0,2,,나는 린쪽이 신경 쓰이니까 가볼게,
0,1,,응 조심히 가,
0,,,마리도 총총걸음으로 어딘가로 사라졌다.,
0,,RemoveTalker,2,
0,Var,IfByVarByName,NiaRelationship,
0,>=,,NiaRelationshipCheck2,SanChi
0,,IfEnd,,Pinchi
SanChi,,ChangeBGM,Nia2,
Pinchi,,ChangeBGM,Nia,
0,,ResetKey,,
0,1,,그럼 갈까?,
0,,,호시코는 니아와 함께 관리센터로 가기로 했다.,
0,,,지금까지 같이 작업하며 뵌 적이 있던 분인만큼 큰 어려움을 없지 않을까 생각이 들었다.,
0,,TalkerBack,,
0,,PlaySE,Walk,
0,,ChangeBackgroundByMove,Town,
0,,SetTimer,0.5,
0,,PlaySE,Walk,
0,,ChangeBackgroundByMove,Riverside,
0,,,공원에 도착한 이후 두 사람은 곧장 목적지로 향했다.,
0,Var,IfByVarByName,NiaRelationship,
0,>=,,NiaRelationshipCheck2,SanChi
0,,IfEnd,,Pinchi
SanChi,1,,저기 호시코 나,
SanChi,호시코,,왜그래?,
SanChi,,,니아는 잠시 걸음을 멈췄다.,
SanChi,,,무슨일인가 해서 호시코도 따라서 자리에 멈췄다.,
SanChi,1,,아냐 됐어,
SanChi,,PlaySE,Walk,
SanChi,,,니아는 조금 더 빠른 걸음으로 앞으로 걸어나갔다.,
SanChi,,TalkerBack,,
SanChi,호시코,,야 야 잠깐 천천히 가,
SanChi,,FadeOut,1,
SanChi,,,호시코도 다급하게 그 뒤를 따랐다.,
SanChi,,,호시코가 도착했을땐 이미 니아가 다른 사람들과 대화하고 있었다.,
SanChi,,FadeIn,1,
SanChi,1,,아 감사합니다.,
SanChi,호시코,,뭐야 왜 그렇게 빨리 간거야,
SanChi,,,니아는 호시코의 손에 USB 하나를 쥐어주었다.,
SanChi,1,,글쎄.... 왤까나~?,
SanChi,1,,이제 경찰서로 가기만 하면 되겠네,
Pinchi,,FadeOut,1,
Pinchi,,,두 사람은 관리센터로 가서 CCTV자료가 담긴 USB를 받아왔다.,
Pinchi,,FadeIn,1,
Pinchi,1,,이제 경찰서로 가자,
0,,ResetKey,,
0,호시코,,근데 말이야#이 CCTV자료를 그냥 건내는것 보다는 ,
0,호시코,,필요한 장면만 잘라서 건내는게 더 좋지 않을까?,
0,Var,IfByVarByName,NiaRelationship,
0,>=,,NiaRelationshipCheck2,SanChi
0,,IfEnd,,Pinchi
Pinchi,1,,아니... #그냥 몇시정도라고만 말해줘도 될 것 같아.,
SanChi,1,,그래 그럴 수도 있겠네.#근데 어디가서 잘라내게? ,
SanChi,호시코,,이 근처에 우리집이 있으니까 내가 가서 잘라올께,
SanChi,1,,같이 가는건 어때?,
SanChi,호시코,,....뭐?,
SanChi,1,,호시코는 자주 우리집에 왔었잖아.#나도 호시코네 한번 가보고 싶은걸,
SanChi,호시코,,......,
SanChi,,FadeOut,1,
SanChi,,,어쩌다가 이렇게 된거지..,
SanChi,,,호시코는 니아와 함께 집으로 들어왔다.,
SanChi,,ChangeBackground,HoshikoRoom,
SanChi,,SetTimer,0.5,
SanChi,,FadeIn,1,
SanChi,1,,여기가 호시코 방이구나,
SanChi,1,,안은 생각보다 깨끗한데?,
SanChi,호시코,,하루에 두번 로봇청소기를 돌리거든,
SanChi,1,,....,
SanChi,호시코,,어디보자.... #분명 이때쯤이었는데,
SanChi,1,,호시코 나 심심해 놀아줘,
SanChi,호시코,,잠깐만 있어봐 이것만 마저 찾고,
SanChi,,FadeOut,1,
SanChi,,,조금의 방해가 들어왔지만 호시코는 열심히 일했다.,
SanChi,,,간신히 작업을 끝내고 두 사람은 함께 경찰서로 향하기로 했다.,
SanChi,,FadeIn,1,
0,,ResetKey,,
0,호시코,,그럼 출발할까?,
0,1,,그래,
0,,PlaySE,Walk,
0,,ChangeBackgroundByMove,Police,
0,호시코,,경찰 아저씨#그동안 학생들을 괴롭힌 나쁜 학우를 고소하러 왔습니다.,
0,호시코,,호시코는 경찰에게 USB를 넘기고 고소장을 제출했다.,
0,,StopBGM,,
0,Black,FadeOut,1,
0,,RemoveTalker,1,
0,,ChangeBackground,Classroom,
0,,ChangeBGM,Haruurara,
0,,SetTimer,0.5,
0,,FadeIn,1,
0,,StartBGM,,
0,,,다음날 학교,
0,담임 선생님,,선생님을 오늘 실망했다,
0,,,무슨 일인지 몰라서 어리둥절 하는 학생들#거기에는 타케시도 포함되어 있었다.,
0,담임 선생님,,타케시 나와,
0,,ChangeBGM,Takeshi,
0,Takeshi,AddTalker,1,
0,Takeshi,,하...?,
0,담임 선생님,,하는 무슨 하야 이 새끼야,
0,,TalkerBack,,
0,,,때마침 반으로 들어온 경찰들로 인해서#다른 반 학생들이 모여 들었다.,
0,경찰,,타케시 너는 너의 죄를 알고 있냐?,
0,Takeshi,,모르겠는데,
0,경찰,,다른 학생들을 괴롭혔다고 들었다.,
0,Takeshi,,거참..#나같이 선량한 학생하고는 관련없는 이야기군,
0,,,타케시의 발언에 어이없어 하던 경찰은 타케시의 폭행이 담겨있는 동영상을 재생하였다.,
0,Takeshi,,...!,
0,,,주변에 웅성거림이 더욱 심해졌다.,
0,경찰,,타케시 더 할 말이 없으면 따라 오도록,
0,,ChangeBGM,Leche,
0,레체,,잠시만요,
0,,RemoveTalker,1,
0,Takeshi,AddTalker,0,
0,Leche,AddTalker,2,
0,Leche,,타케시....#너와 나는 어려서부터 친한 친구였다..,
0,Leche,,어쩌다 그렇게까지 타락한거냐 타케시?,
0,Leche,,왜 나한테는 한마디의 말도 없이 이런짓을..,
0,Leche,,넌 이런사람이 아니었잖아!,
0,,ChangeBGM,Takeshi,
0,Takeshi,,하....?,
0,Takeshi,,니가 그런 소리를 한다고?,
0,Takeshi,,네 녀석은 언제까지 그렇게 가식적으로 살꺼냐,
0,Leche,,가식적이라고...?#내가?,
0,Takeshi,,그래 너 말이야!#너 말고 또 누가 있겠냐?,
0,Takeshi,,네 녀석은 어릴때부터 그랬어...,
0,Takeshi,,늘 나를 위에서 아래를 보듯 깔보았지,
0,Takeshi,,어렸을때부터 네 녀석의 이름을 하도 듣다보니 네 녀석의 이름을 들을때마다 생각난다.,
0,Takeshi,,네 녀석이 나를 깔보던 그 모습이 말이다!,
0,Leche,,.......,
0,,StopBGM,,
0,Black,FadeOut,1,
0,,RemoveTalker,0,
0,,RemoveTalker,2,
0,,ChangeBGM,Kaguya,
0,Kaguya,AddTalker,1,
0,,ChangeBackground,SchoolHallway,
0,,SetTimer,0.5,
0,,FadeIn,1,
0,,StartBGM,,
0,,,멀리서 이 사건을 지켜보던 한 사람이 있었다.,
0,Kaguya,,이런 이런.. 저도 당분간은 조심해야겠네요.,
0,Black,FadeOut,1,
0,,RemoveTalker,1,
0,,ChangeBGM,Momiji,
0,,,타케시가 잡혀가고 나서 시간이 조금 흐른 후..,
0,,ChangeCSV,Ending,ResetKey
